"<span>proper names</span>","<span>NEC+</span>","<span>Designation</span>","<span>HIP</span>","<span>Bayer ID</span>","<span>Simbad spelling</span>","<span>Constellation</span>","<span>Origin</span>","<span>Language</span>","<span>Reference</span>","<span>Date of Adoption</span>"
"Muliphein","2,641","HR 2657","34045","γ CMa","Muliphein","CMa","The formation of this name begins with the Arabic names hadari and al-wazn. In Arabic discussions of these names it came to be said that they were muhlifan, meaning ""two [things] causing dispute [in this case as to these stars' identification] and the swearing of an oath"". From this usage, al-muhlifan was wrongly taken as a name for hadari and al-wazn together. Transliterated and further mutilated as ""Muliphein"", the name was arbitrarily applied to the single star γ CMa in recent times.","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","2016/08/21"
"Naos","3,137","HR 3165","39429","ζ Pup","Naos","Pup","Applied in recent times from the word ναῦς, Greek for the ""ship"", used in one Early Modern discussion as a name for the ancient constellation Argo (since divided into Puppis, Carina, and Vela).","Greek","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","2016/08/21"
"Nashira","8,256","HR 8278","106985","γ Cap","Nashira","Cap","Applied in recent times from the pre-Islamic Arabian name sa<d nashira, for γ and δ Cap. Its meaning is unknown. As originally applied, γ was ""Nashira Prima"" and δ was ""Nashira Posterior.""","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","2016/08/21"
"Nekkar","5,593","HR 5602","73555","β Boo","Nekkar","Boo","Applied in recent times from a misreading of the Arabic constellation name al-baqqar, ""the Ox-driver"", for Boötes.","corrupted","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","2016/08/21"
"Nunki","7,159","HR 7121","92855","σ Sgr","Nunki","Sgr","ᵐᵘˡNUN.KI or ᵐᵘˡNUNᴷᴵ  = the star or constellation of Eridu where Eridu is one of the first big cities known. Archealogical proofs date back to the 3rd millennium (Sumer). It is located at the southern coast of Mesopotamia. The identification of the star or asterism is highly uncertain: it is often identified with Canopus and adjacent areas or ""somewhere in Argo"". ᵐᵘˡNUN.KI is listed in MUL.APIN and there, it seems to refer to the area of Aquarius with unknown identification (Canopus not excluded) but the identification with other Babylonian texts seems to propose only in the northern part of modern Argo, i.e. Vela. The Euphratean name ""Nunki"" was mentioned and associated with Sigma Sgr in Robert Brown, Jr. (1892, Proceedings of the Society of Biblical Archaeology, Volume 14, p. 298; ""Nun-ki"", ""Prince-of-the-Earth""), and its use diffused through the 20th century after being mentioned in Richard Hinckley Allen's (Star Names, their lore and meaning, p. 359). The modern Nunki is, thus, not identical with the Sumerian one; it is one of the many misapplications.","Sumerian","MUL.APIN I ii 20 (Hunger+Steele 2019), Horowitz, W. (2018) ‘Communication and miscommunication in the southern sky’, in Registers and Modes of Communication in the Ancient Near East. 1st edn. Routledge, pp. 69–84. Robert Brown, Jr. (1892, Proceedings of the Society of Biblical Archaeology, Volume 14, p. 298. Richard Hinckley Allen's (Star Names, their lore and meaning, p. 359).","2016/08/21"
"Pherkad","5,708","HR 5735","75097","γ UMi","Pherkad","UMi","Applied in recent times from the singular form of the pre-Islamic Arabian asterism name al-farqadan, ""the Two Calves,"" for β and γ UMi.","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","2016/08/21"
"Proxima Centauri","10,078","GJ 551","70890","α Cen","Proxima Centauri","Cen","Its recent Latin name meaning ""the Nearest"", as this component of the system is currently the nearest star to our solar system.","Latin","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","2016/08/21"
"Rastaban","6,555","HR 6536","85670","β Dra","Rastaban","Dra","Applied with various spellings since medieval times, from the name for the Arabic Almagest period ra's al-tinnin, ""the Serpent's Head,"" for γ Dra. Transferred to β Dra in recent times (originally Ptolemy had γ Dra on the ""head,"" and β more specifically on the ""eye"").","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","2016/08/21"
"Ruchbah","440","HR 403","6686","δ Cas","Ruchbah","Cas","Applied in recent times from an abbreviation of its name for the Arabic Almagest period rukbat dhat al-kursiy, ""the Knee of the Lady of the Chair.""","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","2016/08/21"
"Sabik","6,415","HR 6378","84012","η Oph","Sabik","Oph","Applied in recent times from its pre-Islamic Arabian name al-sabiq, of uncertain meaning or connection. The name might mean literally ""the Preceding One"" or ""the One Arriving First in a Race"". Other sources give the name in the dualis form (for the two stars ζ and η Oph), and in the plural form (for more than two stars).","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","2016/08/21"
"Sadachbia","8,503","HR 8518","110395","γ Aqr","Sadachbia","Aqr","Applied in recent times from the Arabic lunar mansion name sa(d al-akhbiya, for γ, π, ζ and η Aqr. A possible meaning for the name is ""the Lucky (Stars) of the Tents"", but the exact historical connections are unknown.","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","2016/08/21"
"Sadalbari","8,662","HR 8684","112748","μ Peg","Sadalbari","Peg","Applied in recent times from the pre-Islamic Arabian name sa'd al-bari', for λ and μ Peg. A possible meaning for the name is ""the Lucky (Stars) of the Excelling One,"" but the exact historical connections are unknown.","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","2016/08/21"
"Sadalmelik","8,399","HR 8414","109074","α Aqr","Sadalmelik","Aqr","Applied in recent times from the Arabic name sa(d al-malik, for α and ο Aqr. A possible meaning for the name is ""the Lucky (Stars) of the King"", but the exact historical connections are unknown.","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","2016/08/21"
"Sadalsuud","8,207","HR 8232","106278","β Aqr","Sadalsuud","Aqr","Applied in recent times from the Arabic lunar mansion name sa(d al-su(ud, for β and ξ Aqr, and 46 Cap. A possible meaning for the name is ""the Luckiest of the Lucky (Stars)"", but the exact historical connections are unknown.","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","2016/08/21"
"Sadr","7,778","HR 7796","100453","γ Cyg","Sadr","Cyg","""Breast"" in Arabic","Arabic","","2016/08/21"
"Sargas","6,606","HR 6553","86228","θ Sco","Sargas","Sco","MUL.SHAR.GAZ, ""mul"" is the Sumerian designator for stars and constellations, ""Shargaz"" and ""Sharur"" are two weapons of Marduk (the city god of Babylon and highest god of the Babylonian pantheon after 1250 BCE). The line I ii 31-32 in MUL.APIN read: ""Two stars which stand in the sting of the Scorpion: Sharur and Shargaz"", so these star names have originally been given to the stars lambda and upsilon Sco. The Mesopotamian name ""Sargas"" was linked to the star Theta Sco by Robert Brown Jr. (1893; ""Euphratean Stellar Researches Part II."") and its subsequent mention in R. H. Allen's (1899) ""Star-names and Their Meanings"" popularized its subsequent use.","Sumerian","MUL.APIN I ii 31-32 (Hunger+Steele (2019)), Horowitz, W. (2018) ‘Communication and miscommunication in the southern sky’, in Registers and Modes of Communication in the Ancient Near East. 1st edn. Routledge, pp. 69–84.","2016/08/21"
"Schedar","206","HR 168","3179","α Cas","Schedar","Cas","Applied with various spellings since medieval times, from the Arabic word al-sadr, ""the breast,"" used in the Arabic Almagest in describing this star.","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","2016/08/21"
"Seginus","5,421","HR 5435","71075","γ Boo","Seginus","Boo","The formation of this name begins with the Greek constellation name βοώτης (Boötes), which was transliterated and then corrupted in the manuscripts of the Arabic Almagest. One of these corruptions, in turn, was transliterated into Latin as theguius, which became further corrupted into cheguius, ceginus, etc. One form, Ceginus, was applied as a star name by late medieval times, and ""Seginus"" is its recent spelling.","Latin","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","2016/08/21"
"Sheliak","7,118","HR 7106","92420","β Lyr","Sheliak","Lyr","Applied in recent times from the Arabic constellation name al-salbaq, ""the Harp,"" for Lyra. salbaq was a Greek loanword in Arabia, and was one of three names of musical instruments used by the Arabics for Lyra. Still other names were alsulalfat, and al-lura.","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","2016/08/21"
"Skat","8,689","HR 8709","113136","δ Aqr","Skat","Aqr","Applied with various spellings since medieval times, from the Arabic word al-saq, ""the shin"", used in the Arabic Almagest in describing this star.","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","2016/08/21"
"Suhail","3,595","HR 3634","44816","λ Vel","Suhail","Vel","Applied in recent times and representing an abbreviation of any of several composite pre-Islamic Arabian names (for example suhail al-wazn, suhail al-muhlif) that Arabic authors variously attributed to brighter stars in the region of suhail. A Vel was among these brighter stars. Some of the composite names may have been authentic pre-Islamic Arabian names for far-southern stars, with their true identities unknown to the more northern Arabs, while others of them were surely the creations of pre-Islamic Arabian poets.","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","2016/08/21"
"Sulafat","7,197","HR 7178","93194","γ Lyr","Sulafat","Lyr","Applied in recent times from the Arabic constellation name al-sulabfat, ""the Tortoise,"" for Lyra, corresponding to the Greek image of a tortoise shell for the Lyre's soundboard.","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","2016/08/21"
"Tarazed","7,523","HR 7525","97278","γ Aql","Tarazed","Aql","Applied in recent times (with a misreading) from abbreviating the Persian asterism name shanin-i tarazu, ""the Scale Beam"", for α, β and γ Aql. The Persian name, in turn, was a medieval translation of these stars' Arabic name al-mizan, ""the Balance"".","Persian","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","2016/08/21"
"Taygeta","1,186","HR 1145","17531","19 Tau","Taygeta","Tau","These names were individually applied in Early Modern times from a family of characters in Greek mythology: Atlas, Pleione and their seven daughters, the Pleiades.","Greek","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","2016/08/21"
"Unukalhai","5,865","HR 5854","77070","α Ser","Unukalhai","Ser","Applied in recent times from its name for the Arabic Almagest period 'unuq al-hayya, ""the Serpent's Neck.""","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","2016/08/21"
"Wasat","2,772","HR 2777","35550","δ Gem","Wasat","Gem","From the Arabic word wasat, ""middle,"" used by a Arabic commentator who was speculating on the meaning of the pre-Islamic Arabian constellation name al-jauza'. Reference was made to al-jauza's being in the ""middle"" (wasat) of the sky (perhaps meaning the celestial equator). The reference was intended to apply to the pre-Islamic Arabian figure located in today's Orion, however it was under the constellation which is today Gemini that the reference appeared (note the confusion between Orion and Gemini mentioned under α Ori). Therefore, after  transliteration into Latin, it was in Gemini (to δ) that the word ""Wasat"" was arbitrarily applied as a star name in recent times.","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","2016/08/21"
"Yildun","6,573","HR 6789","85822","δ UMi","Yildun","UMi","From the Turkish word yildiz, ""star."" In Early Modern times this common noun was erroneously said to be a Turkish name for the Pole Star (α UMi). Misspelled as ""Yildun,"" the word was arbitrarily applied as a star name to δ UMi in recent times.","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","2016/08/21"
